E1,A1,Z1,E2,A2,Z2,E,A,Z,MeV
Н,1.0,1.0,D,2.0,1.0,He,3.0,2.0,5.493020707699543
D,2.0,1.0,D,2.0,1.0,Не,4.0,2.0,23.8471804541
Н,1.0,1.0,Ag,107.0,47.0,Cd,108.0,48.0,8.19249060950824
Н,1.0,1.0,Ag,109.0,47.0,Cd,110.0,48.0,8.900426125503145
D,2.0,1.0,Ag,109.0,47.0,Cd,111.0,48.0,13.312913677204051
Не,4.0,2.0,Ag,109.0,47.0,In,113.0,49.0,2.8159066643129336
Li,7.0,3.0,Ag,107.0,47.0,Sn,114.0,50.0,13.986383911513258
Li,6.0,3.0,Ag,109.0,47.0,Sn,115.0,50.0,15.17962785360578
Li,7.0,3.0,Ag,109.0,47.0,Sn,116.0,50.0,17.321132789496914
B,11.0,5.0,Ag,109.0,47.0,Te,120.0,52.0,8.844536479504313
Н,1.0,1.0,Al,27.0,13.0,Si,28.0,14.0,11.581266145298287
D,2.0,1.0,Al,27.0,13.0,Si,29.0,14.0,17.834386038601224
Не,4.0,2.0,Al,27.0,13.0,P,31.0,15.0,9.664251287496882
Li,6.0,3.0,Al,27.0,13.0,S,33.0,16.0,23.473651320004137
Li,7.0,3.0,Al,27.0,13.0,S,34.0,16.0,27.64208741749826
B,11.0,5.0,Al,27.0,13.0,Ar,38.0,18.0,26.18895662149589
C,12.0,6.0,Al,27.0,13.0,K,39.0,19.0,16.600156356100342
C,13.0,6.0,Al,27.0,13.0,K,40.0,19.0,19.450528302098974
N,15.0,7.0,Al,27.0,13.0,Ca,42.0,20.0,21.438336711507873
O,18.0,8.0,Al,27.0,13.0,Sc,45.0,21.0,23.078697821598325
F,19.0,9.0,Al,27.0,13.0,Ti,46.0,22.0,25.436309388700465
Na,23.0,11.0,Al,27.0,13.0,Cr,50.0,24.0,23.526746483701572
Al,27.0,13.0,Al,27.0,13.0,Fe,54.0,26.0,21.842605150894087
Н,1.0,1.0,Ar,38.0,18.0,K,39.0,19.0,6.36769366759836
D,2.0,1.0,Ar,38.0,18.0,K,40.0,19.0,11.94082286790217
Н,1.0,1.0,Ar,40.0,18.0,K,41.0,19.0,7.80033159339655
Не,4.0,2.0,Ar,36.0,18.0,Ca,40.0,20.0,7.043958384201687
Не,4.0,2.0,Ar,38.0,18.0,Ca,42.0,20.0,6.241010470002948
He,3.0,2.0,Ar,40.0,18.0,Ca,43.0,20.0,18.28895515939803
Не,4.0,2.0,Ar,40.0,18.0,Ca,44.0,20.0,8.846399467700394
Li,7.0,3.0,Ar,38.0,18.0,Sc,45.0,21.0,21.248311915092927
Be,9.0,4.0,Ar,38.0,18.0,Ti,47.0,22.0,21.56688289730664
Be,9.0,4.0,Ar,40.0,18.0,Ti,49.0,22.0,24.873686952298158
B,10.0,5.0,Ar,40.0,18.0,V,50.0,23.0,26.229010867798934
B,11.0,5.0,Ar,40.0,18.0,V,51.0,23.0,25.812633005101816
C,12.0,6.0,Ar,38.0,18.0,Cr,50.0,24.0,15.531732623399876
C,12.0,6.0,Ar,40.0,18.0,Cr,52.0,24.0,20.37177596699621
C,13.0,6.0,Ar,40.0,18.0,Cr,53.0,24.0,23.36839248670003
N,15.0,7.0,Ar,40.0,18.0,Mn,55.0,25.0,22.7638528157986
O,18.0,8.0,Ar,36.0,18.0,Fe,54.0,26.0,25.231380686695047
O,16.0,8.0,Ar,38.0,18.0,Fe,54.0,26.0,16.784592187897942
O,18.0,8.0,Ar,38.0,18.0,Fe,56.0,26.0,25.106560477295716
O,16.0,8.0,Ar,40.0,18.0,Fe,56.0,26.0,20.834728534697206
O,17.0,8.0,Ar,40.0,18.0,Fe,57.0,26.0,24.33435186839779
O,18.0,8.0,Ar,40.0,18.0,Fe,58.0,26.0,26.335201195193804
F,19.0,9.0,Ar,40.0,18.0,Co,59.0,27.0,25.708305665903026
Ne,22.0,10.0,Ar,36.0,18.0,Ni,58.0,28.0,21.97487731309957
Ne,20.0,10.0,Ar,38.0,18.0,Ni,58.0,28.0,18.466870532494795
Ne,22.0,10.0,Ar,38.0,18.0,Ni,60.0,28.0,21.728962870700343
Ne,20.0,10.0,Ar,40.0,18.0,Ni,60.0,28.0,22.39591264630144
Ne,21.0,10.0,Ar,40.0,18.0,Ni,61.0,28.0,23.458747414399113
Ne,22.0,10.0,Ar,40.0,18.0,Ni,62.0,28.0,23.682305998401716
Na,23.0,11.0,Ar,40.0,18.0,Cu,63.0,29.0,21.016369884200685
Mg,26.0,12.0,Ar,38.0,18.0,Zn,64.0,30.0,15.063191091096087
Mg,24.0,12.0,Ar,40.0,18.0,Zn,64.0,30.0,17.031438124402484
Mg,26.0,12.0,Ar,40.0,18.0,Zn,66.0,30.0,17.630388830708398
Si,30.0,14.0,Ar,40.0,18.0,Ge,70.0,32.0,10.96182256879547
S,34.0,16.0,Ar,40.0,18.0,Se,74.0,34.0,7.26472248591017
Ar,38.0,18.0,Ar,40.0,18.0,Kr,78.0,36.0,4.416213528107619
Ar,40.0,18.0,Ar,40.0,18.0,Kr,80.0,36.0,7.8105780284968205
Н,1.0,1.0,As,75.0,33.0,Se,76.0,34.0,9.478883961608517
D,2.0,1.0,As,75.0,33.0,Se,77.0,34.0,14.66916908681742
Не,4.0,2.0,As,75.0,33.0,Br,79.0,35.0,5.4352680735173635
Li,7.0,3.0,As,75.0,33.0,Kr,82.0,36.0,22.45087079820223
B,11.0,5.0,As,75.0,33.0,Sr,86.0,38.0,20.143559912510682
N,15.0,7.0,As,75.0,33.0,Zr,90.0,40.0,16.178189528814983
O,18.0,8.0,As,75.0,33.0,Nb,93.0,41.0,13.711593152023852
F,19.0,9.0,As,75.0,33.0,Mo,94.0,42.0,14.200627554499079
Na,23.0,11.0,As,75.0,33.0,Ru,98.0,44.0,5.45203496729664
Н,1.0,1.0,Au,197.0,79.0,Hg,198.0,80.0,7.057930795708671
D,2.0,1.0,Au,197.0,79.0,Hg,199.0,80.0,11.548663851805031
Li,7.0,3.0,Au,197.0,79.0,Pb,204.0,82.0,8.83801602080348
D,2.0,1.0,B,10.0,5.0,C,12.0,6.0,25.188531958097883
Н,1.0,1.0,B,11.0,5.0,C,12.0,6.0,15.956493932997546
D,2.0,1.0,B,11.0,5.0,C,13.0,6.0,18.679251187299087
Не,4.0,2.0,B,10.0,5.0,N,14.0,7.0,11.457377429996995
He,3.0,2.0,B,11.0,5.0,N,14.0,7.0,20.579499151299387
Не,4.0,2.0,B,11.0,5.0,N,15.0,7.0,10.991630379998242
Li,6.0,3.0,B,10.0,5.0,O,16.0,8.0,30.879029414998513
Li,7.0,3.0,B,10.0,5.0,O,17.0,8.0,27.76783912099745
Li,6.0,3.0,B,11.0,5.0,O,17.0,8.0,23.564006247697762
Li,7.0,3.0,B,11.0,5.0,O,18.0,8.0,24.358570714997768
Be,9.0,4.0,B,10.0,5.0,F,19.0,9.0,24.889522351997584
B,10.0,5.0,B,10.0,5.0,Ne,20.0,10.0,31.14543672759828
B,10.0,5.0,B,11.0,5.0,Ne,21.0,10.0,26.44977496950014
B,11.0,5.0,B,11.0,5.0,Ne,22.0,10.0,25.359926872497454
D,2.0,1.0,Ba,136.0,56.0,La,138.0,57.0,10.853769253197243
Н,1.0,1.0,Ba,137.0,56.0,La,138.0,57.0,6.124573707507807
D,2.0,1.0,Ba,137.0,56.0,La,139.0,57.0,12.670182748217485
Н,1.0,1.0,Ba,138.0,56.0,La,139.0,57.0,6.310872527494212
Не,4.0,2.0,Ba,132.0,56.0,Ce,136.0,58.0,0.5803208243014524
Не,4.0,2.0,Ba,134.0,56.0,Ce,138.0,58.0,1.1112724613049068
He,3.0,2.0,Ba,135.0,56.0,Ce,138.0,58.0,14.79212630802067
Не,4.0,2.0,Ba,136.0,56.0,Ce,140.0,58.0,1.0646977563010296
He,3.0,2.0,Ba,137.0,56.0,Ce,140.0,58.0,14.689661957017961
Li,7.0,3.0,Ba,134.0,56.0,Pr,141.0,59.0,12.039561242534546
Li,6.0,3.0,Ba,135.0,56.0,Pr,141.0,59.0,12.394460494630039
Be,9.0,4.0,Ba,134.0,56.0,Nd,143.0,60.0,6.404953431600006
Be,9.0,4.0,Ba,135.0,56.0,Nd,144.0,60.0,7.317817649629433
Be,9.0,4.0,Ba,136.0,56.0,Nd,145.0,60.0,4.085533122619381
Be,9.0,4.0,Ba,137.0,56.0,Nd,146.0,60.0,4.709634169616038
Н,1.0,1.0,Be,9.0,4.0,B,10.0,5.0,6.587526275199707
D,2.0,1.0,Be,9.0,4.0,B,11.0,5.0,15.819564300300044
He,3.0,2.0,Be,9.0,4.0,C,12.0,6.0,26.283037525599866
Не,4.0,2.0,Be,9.0,4.0,C,13.0,6.0,10.651635033500497
Li,6.0,3.0,Be,9.0,4.0,N,15.0,7.0,25.34036549639859
Be,9.0,4.0,Be,9.0,4.0,O,18.0,8.0,23.48482924919881
Н,1.0,1.0,Br,79.0,35.0,Kr,80.0,36.0,9.11932723899372
Н,1.0,1.0,Br,81.0,35.0,Kr,82.0,36.0,9.953945952598588
D,2.0,1.0,Br,81.0,35.0,Kr,83.0,36.0,15.1973262415122
Не,4.0,2.0,Br,81.0,35.0,Rb,85.0,37.0,6.7412228017055895
Li,7.0,3.0,Br,79.0,35.0,Sr,86.0,38.0,23.37398145129555
Li,6.0,3.0,Br,81.0,35.0,Sr,87.0,38.0,21.03313677800179
Li,7.0,3.0,Br,81.0,35.0,Sr,88.0,38.0,24.907220739900367
B,11.0,5.0,Br,79.0,35.0,Zr,90.0,40.0,21.73455183529586
B,10.0,5.0,Br,81.0,35.0,Zr,91.0,40.0,22.386597705306485
B,11.0,5.0,Br,81.0,35.0,Zr,92.0,40.0,19.61633425189939
C,12.0,6.0,Br,81.0,35.0,Nb,93.0,41.0,9.616745088409516
N,15.0,7.0,Br,79.0,35.0,Mo,94.0,42.0,12.776373075583251
N,14.0,7.0,Br,81.0,35.0,Mo,95.0,42.0,12.916097190594883
N,15.0,7.0,Br,81.0,35.0,Mo,96.0,42.0,11.086642778216628
F,19.0,9.0,Br,79.0,35.0,Ru,98.0,44.0,10.48210310729337
F,19.0,9.0,Br,81.0,35.0,Ru,100.0,44.0,10.925494298906415
Ne,22.0,10.0,Br,81.0,35.0,Rh,103.0,45.0,2.728346218907973
Na,23.0,11.0,Br,79.0,35.0,Pd,102.0,46.0,2.9630827321088873
Na,23.0,11.0,Br,81.0,35.0,Pd,104.0,46.0,2.3818304136948427
D,2.0,1.0,C,12.0,6.0,N,14.0,7.0,10.116025925999566
Н,1.0,1.0,C,13.0,6.0,N,14.0,7.0,7.393268671698024
D,2.0,1.0,C,13.0,6.0,N,15.0,7.0,16.15955964679779
Не,4.0,2.0,C,12.0,6.0,O,16.0,8.0,7.1613266408003255
He,3.0,2.0,C,13.0,6.0,O,16.0,8.0,22.792729132897875
Не,4.0,2.0,C,13.0,6.0,O,17.0,8.0,6.355584244296551
Li,7.0,3.0,C,12.0,6.0,F,19.0,9.0,16.394296159996884
Li,6.0,3.0,C,13.0,6.0,F,19.0,9.0,18.69974405749599
Be,9.0,4.0,C,12.0,6.0,Ne,21.0,10.0,17.080807311700482
Be,9.0,4.0,C,13.0,6.0,Ne,22.0,10.0,22.50023998550023
B,11.0,5.0,C,12.0,6.0,Na,23.0,11.0,18.19394276120147
B,10.0,5.0,C,13.0,6.0,Na,23.0,11.0,24.703223532000266
C,12.0,6.0,C,12.0,6.0,Mg,24.0,12.0,13.930494265499874
C,12.0,6.0,C,13.0,6.0,Mg,25.0,12.0,16.314187667398073
C,13.0,6.0,C,13.0,6.0,Mg,26.0,12.0,22.4648432096983
D,2.0,1.0,Ca,43.0,20.0,Sc,45.0,21.0,15.800934418293764
Н,1.0,1.0,Ca,44.0,20.0,Sc,45.0,21.0,6.8893303635923075
Не,4.0,2.0,Ca,42.0,20.0,Ti,46.0,22.0,8.008986271794129
He,3.0,2.0,Ca,43.0,20.0,Ti,46.0,22.0,20.65774465569848
Не,4.0,2.0,Ca,43.0,20.0,Ti,47.0,22.0,8.965630712504208
He,3.0,2.0,Ca,44.0,20.0,Ti,47.0,22.0,18.408186404201842
Не,4.0,2.0,Ca,44.0,20.0,Ti,48.0,22.0,9.450007644496509
He,3.0,2.0,Ca,46.0,20.0,Ti,49.0,22.0,20.355009073195106
Не,4.0,2.0,Ca,46.0,20.0,Ti,50.0,22.0,10.714045138200163
Li,7.0,3.0,Ca,43.0,20.0,V,50.0,23.0,25.727867041998252
Li,6.0,3.0,Ca,44.0,20.0,V,50.0,23.0,21.844468139097444
Li,7.0,3.0,Ca,44.0,20.0,V,51.0,23.0,25.631923149696377
Be,9.0,4.0,Ca,43.0,20.0,Cr,52.0,24.0,28.365858333199867
Be,9.0,4.0,Ca,44.0,20.0,Cr,53.0,24.0,25.173628052500135
B,11.0,5.0,Ca,44.0,20.0,Mn,55.0,25.0,24.909083728096448
C,12.0,6.0,Ca,42.0,20.0,Fe,54.0,26.0,17.704908358689863
C,13.0,6.0,Ca,43.0,20.0,Fe,56.0,26.0,25.338502508195234
C,12.0,6.0,Ca,44.0,20.0,Fe,56.0,26.0,19.14965570779168
C,13.0,6.0,Ca,44.0,20.0,Fe,57.0,26.0,21.843536644992128
C,12.0,6.0,Ca,46.0,20.0,Fe,58.0,26.0,19.018315039691515
N,15.0,7.0,Ca,44.0,20.0,Co,59.0,27.0,20.872919792796893
N,14.0,7.0,Ca,46.0,20.0,Co*,60.0,27.0,21.54080106249603
O,18.0,8.0,Ca,40.0,20.0,Ni,58.0,28.0,24.59796469869616
O,16.0,8.0,Ca,42.0,20.0,Ni,58.0,28.0,16.954124114097795
O,18.0,8.0,Ca,42.0,20.0,Ni,60.0,28.0,25.154998170495674
O,17.0,8.0,Ca,43.0,20.0,Ni,60.0,28.0,25.272366427103407
O,18.0,8.0,Ca,43.0,20.0,Ni,61.0,28.0,25.048807843100803
O,16.0,8.0,Ca,44.0,20.0,Ni,60.0,28.0,18.277777230199717
O,17.0,8.0,Ca,44.0,20.0,Ni,61.0,28.0,21.95997340750182
O,18.0,8.0,Ca,44.0,20.0,Ni,62.0,28.0,24.5029523004996
O,16.0,8.0,Ca,46.0,20.0,Ni,62.0,28.0,18.871138971902838
O,18.0,8.0,Ca,46.0,20.0,Ni,64.0,28.0,23.18488814900047
O,16.0,8.0,Ca,48.0,20.0,Ni,64.0,28.0,17.99553451790416
F,19.0,9.0,Ca,44.0,20.0,Cu,63.0,29.0,22.635306629999832
F,19.0,9.0,Ca,46.0,20.0,Cu,65.0,29.0,22.642758582798706
Ne,22.0,10.0,Ca,42.0,20.0,Zn,64.0,30.0,19.438418878795346
Ne,21.0,10.0,Ca,43.0,20.0,Zn,64.0,30.0,21.875207444398256
Ne,20.0,10.0,Ca,44.0,20.0,Zn,64.0,30.0,17.49997965669172
Ne,22.0,10.0,Ca,44.0,20.0,Zn,66.0,30.0,19.400227620702935
Ne,20.0,10.0,Ca,46.0,20.0,Zn,66.0,30.0,18.707196010298503
Ne,21.0,10.0,Ca,46.0,20.0,Zn,67.0,30.0,18.992233204895456
Ne,22.0,10.0,Ca,46.0,20.0,Zn,68.0,30.0,18.82456426689896
Ne,20.0,10.0,Ca,48.0,20.0,Zn,68.0,30.0,18.57399235399498
Ne,22.0,10.0,Ca,48.0,20.0,Zn,70.0,30.0,17.13949144000071
Na,23.0,11.0,Ca,46.0,20.0,Ga,69.0,31.0,16.561965098000655
Na,23.0,11.0,Ca,48.0,20.0,Ga,71.0,31.0,16.11112195358146
Mg,26.0,12.0,Ca,44.0,20.0,Ge,70.0,32.0,12.765195146392216
Mg,24.0,12.0,Ca,46.0,20.0,Ge,70.0,32.0,13.373460793693084
Mg,26.0,12.0,Ca,46.0,20.0,Ge,72.0,32.0,13.22535323179909
Mg,24.0,12.0,Ca,48.0,20.0,Ge,72.0,32.0,14.276078576600412
Mg,25.0,12.0,Ca,48.0,20.0,Ge,73.0,32.0,13.826166926286533
Mg,26.0,12.0,Ca,48.0,20.0,Ge,74.0,32.0,12.85834455639997
Al,27.0,13.0,Ca,48.0,20.0,As,75.0,33.0,11.474144323787186
Si,30.0,14.0,Ca,44.0,20.0,Se,74.0,34.0,6.3350913741014665
Si,28.0,14.0,Ca,46.0,20.0,Se,74.0,34.0,7.606580820603995
Si,30.0,14.0,Ca,46.0,20.0,Se,76.0,34.0,7.657812996098073
Si,28.0,14.0,Ca,48.0,20.0,Se,76.0,34.0,9.371762140101055
Si,29.0,14.0,Ca,48.0,20.0,Se,77.0,34.0,8.308927372010658
Si,30.0,14.0,Ca,48.0,20.0,Se,78.0,34.0,8.174792221587268
P,31.0,15.0,Ca,48.0,20.0,Br,79.0,35.0,7.245161109807668
S,34.0,16.0,Ca,44.0,20.0,Kr,78.0,36.0,2.782372876696172
S,32.0,16.0,Ca,46.0,20.0,Kr,78.0,36.0,5.025410669491976
S,34.0,16.0,Ca,46.0,20.0,Kr,80.0,36.0,4.8167559910943964
S,32.0,16.0,Ca,48.0,20.0,Kr,80.0,36.0,7.502253481390653
S,34.0,16.0,Ca,48.0,20.0,Kr,82.0,36.0,6.282927704494796
Cl,37.0,17.0,Ca,48.0,20.0,Rb,85.0,37.0,6.100354860900552
Ar,40.0,18.0,Ca,44.0,20.0,Sr,84.0,38.0,4.189860461803619
Ar,38.0,18.0,Ca,46.0,20.0,Sr,84.0,38.0,2.8298790757980896
Ar,40.0,18.0,Ca,46.0,20.0,Sr,86.0,38.0,6.346269303292502
Ar,36.0,18.0,Ca,48.0,20.0,Sr,84.0,38.0,6.087313943498884
Ar,38.0,18.0,Ca,48.0,20.0,Sr,86.0,38.0,5.428747614801978
Ar,40.0,18.0,Ca,48.0,20.0,Sr,88.0,38.0,8.511061591692851
K,41.0,19.0,Ca,48.0,20.0,Y,89.0,39.0,8.167340268802946
Ca,44.0,20.0,Ca,46.0,20.0,Zr,90.0,40.0,4.52612983189465
Ca,46.0,20.0,Ca,46.0,20.0,Zr,92.0,40.0,2.5970055507932557
Ca,42.0,20.0,Ca,48.0,20.0,Zr,90.0,40.0,6.213997141094296
Ca,43.0,20.0,Ca,48.0,20.0,Zr,91.0,40.0,5.489294731305563
Ca,44.0,20.0,Ca,48.0,20.0,Zr,92.0,40.0,3.039465248293709
Sc,45.0,21.0,Ca,48.0,20.0,Nb,93.0,41.0,2.1070396542199887
Ti,46.0,22.0,Ca,48.0,20.0,Mo,94.0,42.0,0.2384624895930756
D,2.0,1.0,Cd,111.0,48.0,In,113.0,49.0,13.350173441212974
Н,1.0,1.0,Cd,112.0,48.0,In,113.0,49.0,5.947589828501805
D,2.0,1.0,Cd,113.0,48.0,In,115.0,49.0,13.638936612202087
Н,1.0,1.0,Cd,114.0,48.0,In,115.0,49.0,6.823194282493205
Не,4.0,2.0,Cd,108.0,48.0,Sn,112.0,50.0,1.5490746883006068
He,3.0,2.0,Cd,111.0,48.0,Sn,114.0,50.0,13.581183978021727
Не,4.0,2.0,Cd,111.0,48.0,Sn,115.0,50.0,3.3375433603068814
He,3.0,2.0,Cd,112.0,48.0,Sn,115.0,50.0,14.28911949400208
Не,4.0,2.0,Cd,112.0,48.0,Sn,116.0,50.0,3.1046698353020474
He,3.0,2.0,Cd,113.0,48.0,Sn,116.0,50.0,17.26058567300788
Не,4.0,2.0,Cd,113.0,48.0,Sn,117.0,50.0,3.8684949973103357
He,3.0,2.0,Cd,114.0,48.0,Sn,117.0,50.0,15.40691241400782
Не,4.0,2.0,Cd,114.0,48.0,Sn,118.0,50.0,4.0827386402961565
He,3.0,2.0,Cd,116.0,48.0,Sn,119.0,50.0,16.440870865015313
Не,4.0,2.0,Cd,116.0,48.0,Sn,120.0,50.0,5.107382150308695
Li,7.0,3.0,Cd,114.0,48.0,Sb,121.0,51.0,14.740894132497488
Li,7.0,3.0,Cd,116.0,48.0,Sb,123.0,51.0,15.709647996496642
Be,9.0,4.0,Cd,111.0,48.0,Te,120.0,52.0,11.351187102598487
Be,9.0,4.0,Cd,113.0,48.0,Te,122.0,52.0,12.850892603586544
Be,9.0,4.0,Cd,114.0,48.0,Te,123.0,52.0,10.782975701600662
Be,9.0,4.0,Cd,116.0,48.0,Te,125.0,52.0,11.900768621606403
B,11.0,5.0,Cd,116.0,48.0,I,127.0,53.0,9.280475718303933
C,13.0,6.0,Cd,111.0,48.0,Xe,124.0,54.0,1.6245257104019402
C,13.0,6.0,Cd,113.0,48.0,Xe,126.0,54.0,3.5350201094988734
C,12.0,6.0,Cd,116.0,48.0,Xe,128.0,54.0,1.3711593152111163
C,13.0,6.0,Cd,116.0,48.0,Xe,129.0,54.0,3.3347488779982086
Н,1.0,1.0,Ce,140.0,58.0,Pr,141.0,59.0,5.82649559553829
Не,4.0,2.0,Ce,138.0,58.0,Nd,142.0,60.0,0.7871125145175029
He,3.0,2.0,Ce,140.0,58.0,Nd,143.0,60.0,11.392172843014123
He,3.0,2.0,Ce,142.0,58.0,Nd,145.0,60.0,12.025588831020286
Be,9.0,4.0,Ce,138.0,58.0,Sm,147.0,62.0,3.060889612592291
Be,9.0,4.0,Ce,140.0,58.0,Sm,149.0,62.0,1.0022876516159158
Н,1.0,1.0,Cl,35.0,17.0,Ar,36.0,18.0,8.506404121195374
Н,1.0,1.0,Cl,37.0,17.0,Ar,38.0,18.0,10.242709123602253
Не,4.0,2.0,Cl,35.0,17.0,K,39.0,19.0,7.213490310394263
He,3.0,2.0,Cl,37.0,17.0,K,40.0,19.0,16.6905112838067
Не,4.0,2.0,Cl,37.0,17.0,K,41.0,19.0,6.207476682400738
Li,7.0,3.0,Cl,35.0,17.0,Ca,42.0,20.0,24.43495323119714
Li,6.0,3.0,Cl,37.0,17.0,Ca,43.0,20.0,20.718291772202065
Li,7.0,3.0,Cl,37.0,17.0,Ca,44.0,20.0,24.601690675102873
B,11.0,5.0,Cl,35.0,17.0,Ti,46.0,22.0,23.778249890696316
B,10.0,5.0,Cl,37.0,17.0,Ti,47.0,22.0,25.22206574570737
B,11.0,5.0,Cl,37.0,17.0,Ti,48.0,22.0,25.386008707304427
C,13.0,6.0,Cl,37.0,17.0,V,50.0,23.0,20.57204719850415
N,15.0,7.0,Cl,35.0,17.0,Cr,50.0,24.0,21.34239281919872
N,15.0,7.0,Cl,37.0,17.0,Cr,52.0,24.0,23.74378460900334
O,18.0,8.0,Cl,37.0,17.0,Mn,55.0,25.0,25.152203688201553
F,19.0,9.0,Cl,35.0,17.0,Fe,54.0,26.0,25.745565429897397
F,19.0,9.0,Cl,37.0,17.0,Fe,56.0,26.0,27.35705022289767
Ne,22.0,10.0,Cl,37.0,17.0,Co,59.0,27.0,22.44062436310196
Na,23.0,11.0,Cl,35.0,17.0,Ni,58.0,28.0,21.69077161259338
Na,23.0,11.0,Cl,37.0,17.0,Ni,60.0,28.0,23.181162172601034
Mg,26.0,12.0,Cl,37.0,17.0,Cu,63.0,29.0,17.59778653720423
Al,27.0,13.0,Cl,37.0,17.0,Zn,64.0,30.0,17.033301112598565
Cl,37.0,17.0,Cl,37.0,17.0,Se,74.0,34.0,8.702017882213113
Н,1.0,1.0,Co,59.0,27.0,Ni,60.0,28.0,9.531047631200636
D,2.0,1.0,Co,59.0,27.0,Ni,61.0,28.0,15.130258666300506
