E1,A1,Z1,E2,A2,Z2,E,A,Z,MeV
Не,4.0,2.0,Co,59.0,27.0,Cu,63.0,29.0,5.773400431804475
Li,7.0,3.0,Co,59.0,27.0,Zn,66.0,30.0,21.561293932703848
B,11.0,5.0,Co,59.0,27.0,Ge,70.0,32.0,16.87681010380038
N,15.0,7.0,Co,59.0,27.0,Se,74.0,34.0,10.104847996801254
F,19.0,9.0,Co,59.0,27.0,Kr,78.0,36.0,10.457884260700666
Н,1.0,1.0,Co*,60.0,27.0,Ni,61.0,28.0,9.857070566198672
D,2.0,1.0,Co*,60.0,27.0,Ni,62.0,28.0,18.222819078298926
He,3.0,2.0,Co*,60.0,27.0,Cu,63.0,29.0,18.854372078101733
Li,6.0,3.0,Co*,60.0,27.0,Zn,66.0,30.0,21.316310984402662
Li,7.0,3.0,Co*,60.0,27.0,Zn,67.0,30.0,21.109519294193888
Be,9.0,4.0,Co*,60.0,27.0,Ga,69.0,31.0,18.918645171004755
B,10.0,5.0,Co*,60.0,27.0,Ge,70.0,32.0,20.835660028795246
N,14.0,7.0,Co*,60.0,27.0,Se,74.0,34.0,13.597950871801004
D,2.0,1.0,Cr,53.0,24.0,Mn,55.0,25.0,15.555019975894538
Н,1.0,1.0,Cr,54.0,24.0,Mn,55.0,25.0,8.057423964994086
Не,4.0,2.0,Cr,50.0,24.0,Fe,54.0,26.0,8.414186205292935
Не,4.0,2.0,Cr,52.0,24.0,Fe,56.0,26.0,7.624279208495864
He,3.0,2.0,Cr,53.0,24.0,Fe,56.0,26.0,20.25906518089323
Не,4.0,2.0,Cr,53.0,24.0,Fe,57.0,26.0,7.32154362599249
He,3.0,2.0,Cr,54.0,24.0,Fe,57.0,26.0,18.17810736149113
Не,4.0,2.0,Cr,54.0,24.0,Fe,58.0,26.0,7.647566560990526
Li,7.0,3.0,Cr,52.0,24.0,Co,59.0,27.0,21.730825858896424
Li,6.0,3.0,Cr,53.0,24.0,Co,59.0,27.0,21.039657236695348
Li,7.0,3.0,Cr,53.0,24.0,Co*,60.0,27.0,21.284640184996533
Li,6.0,3.0,Cr,54.0,24.0,Co*,60.0,27.0,18.81524932589673
Be,9.0,4.0,Cr,52.0,24.0,Ni,61.0,28.0,20.167778759103385
Be,9.0,4.0,Cr,53.0,24.0,Ni,62.0,28.0,22.814153497201914
B,11.0,5.0,Cr,52.0,24.0,Cu,63.0,29.0,18.838536678405944
B,10.0,5.0,Cr,53.0,24.0,Cu,63.0,29.0,22.35120092950092
B,11.0,5.0,Cr,54.0,24.0,Cu,65.0,29.0,19.000616651799646
C,12.0,6.0,Cr,52.0,24.0,Zn,64.0,30.0,10.590156422898872
C,13.0,6.0,Cr,53.0,24.0,Zn,66.0,30.0,16.72683955370303
C,12.0,6.0,Cr,54.0,24.0,Zn,66.0,30.0,11.952000797100482
C,13.0,6.0,Cr,54.0,24.0,Zn,67.0,30.0,14.050657004394452
N,15.0,7.0,Cr,54.0,24.0,Ga,69.0,31.0,12.393529000502895
O,18.0,8.0,Cr,52.0,24.0,Ge,70.0,32.0,14.249065247699036
O,17.0,8.0,Cr,53.0,24.0,Ge,70.0,32.0,14.352461092799786
O,16.0,8.0,Cr,54.0,24.0,Ge,70.0,32.0,8.7718799396971
O,18.0,8.0,Cr,54.0,24.0,Ge,72.0,32.0,14.863851353700738
Ne,22.0,10.0,Cr,52.0,24.0,Se,74.0,34.0,8.80168775090715
Ne,21.0,10.0,Cr,53.0,24.0,Se,74.0,34.0,11.224503905003075
Ne,20.0,10.0,Cr,54.0,24.0,Se,74.0,34.0,8.26328416110482
Ne,22.0,10.0,Cr,54.0,24.0,Se,76.0,34.0,10.279037393498584
Mg,26.0,12.0,Cr,52.0,24.0,Kr,78.0,36.0,2.54949935170589
Mg,25.0,12.0,Cr,53.0,24.0,Kr,78.0,36.0,5.703538374305936
Mg,24.0,12.0,Cr,54.0,24.0,Kr,78.0,36.0,3.3123930196015863
Mg,26.0,12.0,Cr,54.0,24.0,Kr,80.0,36.0,4.738510486698942
Н,1.0,1.0,Cs,133.0,55.0,Ba,134.0,56.0,8.015506730502238
D,2.0,1.0,Cs,133.0,55.0,Ba,135.0,56.0,12.688812630192842
Li,7.0,3.0,Cs,133.0,55.0,Ce,140.0,58.0,14.228572377498494
B,10.0,5.0,Cs,133.0,55.0,Nd,143.0,60.0,7.832933886907995
B,11.0,5.0,Cs,133.0,55.0,Nd,144.0,60.0,4.18706597952405
Н,1.0,1.0,Cs*,137.0,55.0,Ba,138.0,56.0,8.974945653506438
Н,1.0,1.0,Cu,63.0,29.0,Zn,64.0,30.0,7.7081136774941115
Н,1.0,1.0,Cu,65.0,29.0,Zn,66.0,30.0,8.90787807830202
D,2.0,1.0,Cu,65.0,29.0,Zn,67.0,30.0,13.729291539893893
Не,4.0,2.0,Cu,65.0,29.0,Ga,69.0,31.0,4.38454272870149
Li,7.0,3.0,Cu,63.0,29.0,Ge,70.0,32.0,19.76909928429086
Li,7.0,3.0,Cu,65.0,29.0,Ge,72.0,32.0,20.221805416906136
B,11.0,5.0,Cu,63.0,29.0,Se,74.0,34.0,15.32307794499502
B,11.0,5.0,Cu,65.0,29.0,Se,76.0,34.0,16.638347614192753
N,15.0,7.0,Cu,63.0,29.0,Kr,78.0,36.0,8.695497423497727
N,15.0,7.0,Cu,65.0,29.0,Kr,80.0,36.0,10.722428585097077
F,19.0,9.0,Cu,65.0,29.0,Sr,84.0,38.0,11.937096891502733
Al,27.0,13.0,Cu,65.0,29.0,Mo,92.0,42.0,2.8233586170972558
D,2.0,1.0,Dy,163.0,66.0,Ho,165.0,67.0,11.338146185211372
Н,1.0,1.0,Dy,164.0,66.0,Ho,165.0,67.0,5.919645005516941
He,3.0,2.0,Dy,161.0,66.0,Er,164.0,68.0,12.416816352983005
He,3.0,2.0,Dy,163.0,66.0,Er,166.0,68.0,13.040917399979662
He,3.0,2.0,Dy,164.0,66.0,Er,167.0,68.0,11.932439420983428
Li,7.0,3.0,Dy,162.0,66.0,Tm,169.0,69.0,7.568389562511584
Li,6.0,3.0,Dy,163.0,66.0,Tm,169.0,69.0,8.519445038575213
Be,9.0,4.0,Dy,161.0,66.0,Yb,170.0,70.0,3.6384159545996226
Be,9.0,4.0,Dy,162.0,66.0,Yb,171.0,70.0,2.026931161613902
Be,9.0,4.0,Dy,163.0,66.0,Yb,172.0,70.0,3.7222504235978704
Be,9.0,4.0,Dy,164.0,66.0,Yb,173.0,70.0,2.5299379756033886
D,2.0,1.0,Er,167.0,68.0,Tm,169.0,69.0,10.993493368208874
Н,1.0,1.0,Er,168.0,68.0,Tm,169.0,69.0,5.453897955478169
He,3.0,2.0,Er,167.0,68.0,Yb,170.0,70.0,12.295722120004939
He,3.0,2.0,Er,168.0,68.0,Yb,171.0,70.0,11.11272461299086
He,3.0,2.0,Er,170.0,68.0,Yb,173.0,70.0,12.332981883984758
Li,7.0,3.0,Er,168.0,68.0,Lu,175.0,71.0,6.981548279494746
Li,6.0,3.0,Er,170.0,68.0,Lu,176.0,71.0,7.3550774135801475
Be,9.0,4.0,Er,167.0,68.0,Hf,176.0,72.0,2.4088437425962184
Be,9.0,4.0,Er,168.0,68.0,Hf,177.0,72.0,1.0116025925963186
Be,9.0,4.0,Er,170.0,68.0,Hf,179.0,72.0,1.5611841115751304
B,10.0,5.0,Er,170.0,68.0,Ta,180.0,73.0,0.8653580188984051
Н,1.0,1.0,Eu,151.0,63.0,Gd,152.0,64.0,7.382090742525179
Н,1.0,1.0,Eu,153.0,63.0,Gd,154.0,64.0,7.419350506504998
D,2.0,1.0,Eu,153.0,63.0,Gd,155.0,64.0,11.524445005197776
Li,7.0,3.0,Eu,151.0,63.0,Dy,158.0,66.0,10.87519361753948
Li,7.0,3.0,Eu,153.0,63.0,Dy,160.0,66.0,11.210531493503368
B,11.0,5.0,Eu,151.0,63.0,Er,162.0,68.0,0.12575170354102738
B,11.0,5.0,Eu,153.0,63.0,Er,164.0,68.0,0.8057423964783084
Н,1.0,1.0,F,19.0,9.0,Ne,20.0,10.0,12.843440650802222
D,2.0,1.0,F,19.0,9.0,Ne,21.0,10.0,17.37981691780442
Не,4.0,2.0,F,19.0,9.0,Na,23.0,11.0,10.465336213503178
Li,6.0,3.0,F,19.0,9.0,Mg,25.0,12.0,25.79400312310463
Li,7.0,3.0,F,19.0,9.0,Mg,26.0,12.0,29.639210767902114
B,10.0,5.0,F,19.0,9.0,Si,29.0,14.0,32.465363867300766
B,11.0,5.0,F,19.0,9.0,Si,30.0,14.0,31.62329320090066
C,12.0,6.0,F,19.0,9.0,P,31.0,15.0,22.953877612202632
N,14.0,7.0,F,19.0,9.0,S,33.0,16.0,28.11808090260456
N,15.0,7.0,F,19.0,9.0,S,34.0,16.0,28.548431176801387
O,16.0,8.0,F,19.0,9.0,Cl,35.0,17.0,22.789003156503895
O,18.0,8.0,F,19.0,9.0,Cl,37.0,17.0,29.499486652901396
F,19.0,9.0,F,19.0,9.0,Ar,38.0,18.0,31.74997639850335
D,2.0,1.0,Fe,57.0,26.0,Co,59.0,27.0,15.188942794600734
Н,1.0,1.0,Fe,58.0,26.0,Co,59.0,27.0,7.365323848702246
D,2.0,1.0,Fe,58.0,26.0,Co*,60.0,27.0,12.63851194880408
Не,4.0,2.0,Fe,54.0,26.0,Ni,58.0,28.0,6.4105423962028
Не,4.0,2.0,Fe,56.0,26.0,Ni,60.0,28.0,6.289448163202906
He,3.0,2.0,Fe,57.0,26.0,Ni,60.0,28.0,19.226969718103646
Не,4.0,2.0,Fe,57.0,26.0,Ni,61.0,28.0,6.472021006804425
He,3.0,2.0,Fe,58.0,26.0,Ni,61.0,28.0,17.002561807305028
Не,4.0,2.0,Fe,58.0,26.0,Ni,62.0,28.0,7.014150573006191
Li,7.0,3.0,Fe,56.0,26.0,Cu,63.0,29.0,19.879947082205035
Li,6.0,3.0,Fe,57.0,26.0,Cu,63.0,29.0,19.491514042507333
Li,7.0,3.0,Fe,58.0,26.0,Cu,65.0,29.0,20.018739703104075
Be,9.0,4.0,Fe,57.0,26.0,Zn,66.0,30.0,20.056930961211037
Be,9.0,4.0,Fe,58.0,26.0,Zn,67.0,30.0,17.054725476904423
B,11.0,5.0,Fe,58.0,26.0,Ga,69.0,31.0,15.73759281951061
C,13.0,6.0,Fe,57.0,26.0,Ge,70.0,32.0,13.386501711102028
C,12.0,6.0,Fe,58.0,26.0,Ge,70.0,32.0,8.285640019501443
O,18.0,8.0,Fe,56.0,26.0,Se,74.0,34.0,10.84445431221684
O,17.0,8.0,Fe,57.0,26.0,Se,74.0,34.0,11.25058573980641
O,16.0,8.0,Fe,58.0,26.0,Se,74.0,34.0,5.34398165170569
O,18.0,8.0,Fe,58.0,26.0,Se,76.0,34.0,12.29851660229906
Ne,22.0,10.0,Fe,56.0,26.0,Kr,78.0,36.0,5.541458400897682
Ne,21.0,10.0,Fe,57.0,26.0,Kr,78.0,36.0,8.267010137496982
Ne,20.0,10.0,Fe,58.0,26.0,Kr,78.0,36.0,4.979767458600691
Ne,22.0,10.0,Fe,58.0,26.0,Kr,80.0,36.0,7.707182183410623
Mg,26.0,12.0,Fe,58.0,26.0,Sr,84.0,38.0,2.316625826701056
Н,1.0,1.0,Ga,69.0,31.0,Ge,70.0,32.0,8.504541132992017
Н,1.0,1.0,Ga,71.0,31.0,Ge,72.0,32.0,9.858002060311264
D,2.0,1.0,Ga,71.0,31.0,Ge,73.0,32.0,14.51454106620804
Не,4.0,2.0,Ga,71.0,31.0,As,75.0,33.0,5.461349908306147
Li,7.0,3.0,Ga,69.0,31.0,Se,76.0,34.0,20.919494497793494
Li,6.0,3.0,Ga,71.0,31.0,Se,77.0,34.0,18.659689811218414
Li,7.0,3.0,Ga,71.0,31.0,Se,78.0,34.0,21.887316867694608
B,11.0,5.0,Ga,69.0,31.0,Kr,80.0,36.0,17.32951623639383
B,11.0,5.0,Ga,71.0,31.0,Kr,82.0,36.0,19.246531094206148
N,15.0,7.0,Ga,69.0,31.0,Sr,84.0,38.0,11.56356775740278
N,15.0,7.0,Ga,71.0,31.0,Sr,86.0,38.0,14.613279440818587
O,18.0,8.0,Ga,71.0,31.0,Y,89.0,39.0,17.297845437016804
F,19.0,9.0,Ga,71.0,31.0,Zr,90.0,40.0,17.62852584250504
Ne,22.0,10.0,Ga,71.0,31.0,Nb,93.0,41.0,9.505897290509893
Na,23.0,11.0,Ga,69.0,31.0,Mo,92.0,42.0,8.537143426481634
Na,23.0,11.0,Ga,71.0,31.0,Mo,94.0,42.0,9.196641249291133
Al,27.0,13.0,Ga,71.0,31.0,Ru,98.0,44.0,0.8150573375023669
D,2.0,1.0,Gd,157.0,64.0,Tb,159.0,65.0,12.195120757212862
Н,1.0,1.0,Gd,158.0,64.0,Tb,159.0,65.0,6.497171347524272
He,3.0,2.0,Gd,155.0,64.0,Dy,158.0,66.0,13.655703505995916
He,3.0,2.0,Gd,157.0,64.0,Dy,160.0,66.0,14.102820673986571
He,3.0,2.0,Gd,158.0,64.0,Dy,161.0,66.0,12.603115172998514
Не,4.0,2.0,Gd,158.0,64.0,Dy,162.0,66.0,0.2170381252944935
He,3.0,2.0,Gd,160.0,64.0,Dy,163.0,66.0,13.76748279799358
Не,4.0,2.0,Gd,160.0,64.0,Dy,164.0,66.0,0.8318242312816437
Li,7.0,3.0,Gd,158.0,64.0,Ho,165.0,67.0,9.133299650537083
Be,9.0,4.0,Gd,155.0,64.0,Er,164.0,68.0,5.100861691578757
Be,9.0,4.0,Gd,157.0,64.0,Er,166.0,68.0,5.333735216583591
Be,9.0,4.0,Gd,158.0,64.0,Er,167.0,68.0,3.9458090075931977
D,2.0,1.0,Ge,73.0,32.0,As,75.0,33.0,14.793989296202199
Н,1.0,1.0,Ge,74.0,32.0,As,75.0,33.0,6.888398869486991
Не,4.0,2.0,Ge,70.0,32.0,Se,74.0,34.0,4.219668273013667
Не,4.0,2.0,Ge,72.0,32.0,Se,76.0,34.0,5.0822318096034
He,3.0,2.0,Ge,73.0,32.0,Se,76.0,34.0,18.77985255011299
Не,4.0,2.0,Ge,73.0,32.0,Se,77.0,34.0,5.615977928915527
He,3.0,2.0,Ge,74.0,32.0,Se,77.0,34.0,16.064547248606686
Не,4.0,2.0,Ge,74.0,32.0,Se,78.0,34.0,5.966219710491714
Не,4.0,2.0,Ge,76.0,32.0,Se,80.0,34.0,6.940562539108214
Li,7.0,3.0,Ge,72.0,32.0,Br,79.0,35.0,18.386762039895984
Li,6.0,3.0,Ge,73.0,32.0,Br,79.0,35.0,18.75842818581441
Li,7.0,3.0,Ge,74.0,32.0,Br,81.0,35.0,19.385323715090635
Be,9.0,4.0,Ge,73.0,32.0,Kr,82.0,36.0,20.551554328296334
Be,9.0,4.0,Ge,74.0,32.0,Kr,83.0,36.0,17.88934419049474
B,11.0,5.0,Ge,74.0,32.0,Rb,85.0,37.0,17.460856904493994
B,11.0,5.0,Ge,76.0,32.0,Rb,87.0,37.0,20.013150738494005
C,12.0,6.0,Ge,72.0,32.0,Sr,84.0,38.0,8.109587634593481
C,13.0,6.0,Ge,73.0,32.0,Sr,86.0,38.0,16.258298021406517
C,12.0,6.0,Ge,74.0,32.0,Sr,86.0,38.0,11.07546484899649
C,13.0,6.0,Ge,74.0,32.0,Sr,87.0,38.0,14.544348877388984
C,12.0,6.0,Ge,76.0,32.0,Sr,88.0,38.0,14.671032074998948
N,15.0,7.0,Ge,74.0,32.0,Y,89.0,39.0,14.74368861480616
O,18.0,8.0,Ge,72.0,32.0,Zr,90.0,40.0,15.762743160186801
O,17.0,8.0,Ge,73.0,32.0,Zr,90.0,40.0,16.92897377340705
O,18.0,8.0,Ge,73.0,32.0,Zr,91.0,40.0,16.08690310700331
O,16.0,8.0,Ge,74.0,32.0,Zr,90.0,40.0,10.940398204489611
O,17.0,8.0,Ge,74.0,32.0,Zr,91.0,40.0,14.004082299405127
O,18.0,8.0,Ge,74.0,32.0,Zr,92.0,40.0,14.643087251999532
O,16.0,8.0,Ge,76.0,32.0,Zr,92.0,40.0,10.88450855849078
O,18.0,8.0,Ge,76.0,32.0,Zr,94.0,40.0,13.394885157991666
F,19.0,9.0,Ge,74.0,32.0,Nb,93.0,41.0,12.607772643503267
Ne,22.0,10.0,Ge,70.0,32.0,Mo,92.0,42.0,8.823112115205731
Ne,20.0,10.0,Ge,72.0,32.0,Mo,92.0,42.0,7.669922419387149
Ne,22.0,10.0,Ge,72.0,32.0,Mo,94.0,42.0,8.129149010695983
Ne,21.0,10.0,Ge,73.0,32.0,Mo,94.0,42.0,11.614799932896858
Ne,22.0,10.0,Ge,73.0,32.0,Mo,95.0,42.0,8.406734252508613
Ne,20.0,10.0,Ge,74.0,32.0,Mo,94.0,42.0,8.245585773183848
Ne,21.0,10.0,Ge,74.0,32.0,Mo,95.0,42.0,8.643333753891056
Ne,22.0,10.0,Ge,74.0,32.0,Mo,96.0,42.0,7.437980388494907
Ne,20.0,10.0,Ge,76.0,32.0,Mo,96.0,42.0,8.618183413200313
Ne,21.0,10.0,Ge,76.0,32.0,Mo,97.0,42.0,8.811002691902104
Ne,22.0,10.0,Ge,76.0,32.0,Mo,98.0,42.0,6.739359813494957
Mg,25.0,12.0,Ge,73.0,32.0,Ru,98.0,44.0,3.446528170010424
Mg,24.0,12.0,Ge,74.0,32.0,Ru,98.0,44.0,0.6473883994913194
Mg,25.0,12.0,Ge,74.0,32.0,Ru,99.0,44.0,0.8476596309919842
Mg,26.0,12.0,Ge,74.0,32.0,Ru,100.0,44.0,0.6716072460985743
Mg,24.0,12.0,Ge,76.0,32.0,Ru,100.0,44.0,3.153107528502005
Mg,25.0,12.0,Ge,76.0,32.0,Ru,101.0,44.0,2.8690018280030927
Mg,26.0,12.0,Ge,76.0,32.0,Ru,102.0,44.0,0.21517513708386105
D,2.0,1.0,Hf,178.0,72.0,Ta,180.0,73.0,9.735976333235158
Н,1.0,1.0,Hf,179.0,72.0,Ta,180.0,73.0,5.891700182517525
D,2.0,1.0,Hf,179.0,72.0,Ta,181.0,73.0,11.310201362211956
Н,1.0,1.0,Hf,180.0,72.0,Ta,181.0,73.0,6.1990932355111
He,3.0,2.0,Hf,177.0,72.0,W,180.0,74.0,11.671621072979178
He,3.0,2.0,Hf,179.0,72.0,W,182.0,74.0,12.835988698003348
He,3.0,2.0,Hf,180.0,72.0,W,183.0,74.0,11.690250954998191
Li,7.0,3.0,Hf,178.0,72.0,Re,185.0,75.0,6.385392055526609
Li,6.0,3.0,Hf,179.0,72.0,Re,185.0,75.0,7.569321056595072
Li,7.0,3.0,Hf,180.0,72.0,Re,187.0,75.0,6.385392055526609
Be,9.0,4.0,Hf,177.0,72.0,Os,186.0,76.0,1.6077588165935595
Be,9.0,4.0,Hf,178.0,72.0,Os,187.0,76.0,0.08942343361559324
Be,9.0,4.0,Hf,179.0,72.0,Os,188.0,76.0,2.08282080758363
Be,9.0,4.0,Hf,180.0,72.0,Os,189.0,76.0,0.6948945986223407
D,2.0,1.0,Hg,201.0,80.0,Tl,203.0,81.0,11.258037692605285
Н,1.0,1.0,Hg,202.0,80.0,Tl,203.0,81.0,5.704469868389424
Н,1.0,1.0,Hg,204.0,80.0,Tl,205.0,81.0,6.376077114487998
He,3.0,2.0,Hg,201.0,80.0,Pb,204.0,82.0,12.366515671572415
He,3.0,2.0,Hg,204.0,80.0,Pb,207.0,82.0,12.681360677379416
Li,7.0,3.0,Hg,202.0,80.0,Bi,209.0,83.0,5.792030313808937
Н,1.0,1.0,Ho,165.0,67.0,Er,166.0,68.0,7.195791922480566
D,2.0,1.0,Ho,165.0,67.0,Er,167.0,68.0,11.505815123178763
Li,6.0,3.0,Ho,165.0,67.0,Yb,171.0,70.0,8.333146218588809
Li,7.0,3.0,Ho,165.0,67.0,Yb,172.0,70.0,9.077410004509147
Н,1.0,1.0,I,127.0,53.0,Xe,128.0,54.0,8.047177529908367
D,2.0,1.0,I,127.0,53.0,Xe,129.0,54.0,12.733524347000639
Li,7.0,3.0,I,127.0,53.0,Ba,134.0,56.0,14.947685822698986
B,11.0,5.0,I,127.0,53.0,Ce,138.0,58.0,7.393268671701662
Н,1.0,1.0,In,113.0,49.0,Sn,114.0,50.0,5.724031244506477
D,2.0,1.0,In,113.0,49.0,Sn,115.0,50.0,13.834550373197999
Н,1.0,1.0,In,115.0,49.0,Sn,116.0,50.0,9.114669768503518
D,2.0,1.0,In,115.0,49.0,Sn,117.0,50.0,14.07673883921234
Li,7.0,3.0,In,113.0,49.0,Te,120.0,52.0,14.69431942749361
Li,7.0,3.0,In,115.0,49.0,Te,122.0,52.0,15.905261757492553
B,11.0,5.0,In,113.0,49.0,Xe,124.0,54.0,6.95360345649533
B,11.0,5.0,In,115.0,49.0,Xe,126.0,54.0,8.575334684603149
Н,1.0,1.0,Ir,191.0,77.0,Pt,192.0,78.0,6.748674754489912
Н,1.0,1.0,Ir,193.0,77.0,Pt,194.0,78.0,7.7267435595276766
D,2.0,1.0,Ir,193.0,77.0,Pt,195.0,78.0,11.701428884203779
Li,7.0,3.0,Ir,191.0,77.0,Hg,198.0,80.0,9.366173175512813
Li,6.0,3.0,Ir,193.0,77.0,Hg,199.0,80.0,9.45466511498671
Li,7.0,3.0,Ir,193.0,77.0,Hg,200.0,80.0,10.191476948122727
Н,1.0,1.0,K,39.0,19.0,Ca,40.0,20.0,8.336872195002798
D,2.0,1.0,K,40.0,19.0,Ca,42.0,20.0,18.147368056197593
Н,1.0,1.0,K,41.0,19.0,Ca,42.0,20.0,10.276242911204463
D,2.0,1.0,K,41.0,19.0,Ca,43.0,20.0,15.981644273699203
Не,4.0,2.0,K,41.0,19.0,Sc,45.0,21.0,7.935398237896152
Li,7.0,3.0,K,39.0,19.0,Ti,46.0,22.0,25.230449192597007
Li,6.0,3.0,K,40.0,19.0,Ti,46.0,22.0,24.685525144093845
Li,7.0,3.0,K,40.0,19.0,Ti,47.0,22.0,26.319365795498015
Li,6.0,3.0,K,41.0,19.0,Ti,47.0,22.0,23.476445802305534
Li,7.0,3.0,K,41.0,19.0,Ti,48.0,22.0,27.844221637198643
Be,9.0,4.0,K,41.0,19.0,V,50.0,23.0,25.01620554960391
B,11.0,5.0,K,39.0,19.0,Cr,50.0,24.0,25.1205328888027
B,10.0,5.0,K,40.0,19.0,Cr,50.0,24.0,28.77944171359559
B,11.0,5.0,K,41.0,19.0,Cr,52.0,24.0,28.527938306600845
N,15.0,7.0,K,39.0,19.0,Fe,54.0,26.0,22.543088714097394
N,14.0,7.0,K,40.0,19.0,Fe,54.0,26.0,25.73625048888789
N,15.0,7.0,K,41.0,19.0,Fe,56.0,26.0,25.160587135098467
O,18.0,8.0,K,41.0,19.0,Co,59.0,27.0,25.9001934504995
F,19.0,9.0,K,39.0,19.0,Ni,58.0,28.0,24.942617515705933
F,19.0,9.0,K,41.0,19.0,Ni,60.0,28.0,27.439021703699837
Ne,22.0,10.0,K,41.0,19.0,Cu,63.0,29.0,22.006548112505698
Na,23.0,11.0,K,41.0,19.0,Zn,64.0,30.0,20.924151968298247
Cl,37.0,17.0,K,41.0,19.0,Kr,78.0,36.0,6.858591058306047
D,2.0,1.0,Kr,83.0,36.0,Rb,85.0,37.0,15.39107701429748
